专业,rowSeq,institutions,Country,wosDocs,cites,citesPerPaper
ENGINEERING,1416,KOBE UNIVERSITY,JAPAN,1064,11208,10.53383458646616541353383458646616541353
ENGINEERING,1417,KYUSHU INSTITUTE OF TECHNOLOGY,JAPAN,846,11207,13.24704491725768321513002364066193853428
ENGINEERING,1418,CHINESE ACADEMY OF FORESTRY,CHINA MAINLAND,489,11195,22.89366053169734151329243353783231083845
ENGINEERING,1419,UNIVERSITY OF HERTFORDSHIRE,ENGLAND,580,11182,19.27931034482758620689655172413793103448
ENGINEERING,1420,UNIVERSIDAD AUTONOMA DE NUEVO LEON,MEXICO,739,11157,15.09742895805142083897158322056833558863
ENGINEERING,1421,UNIVERSIDAD POLITECNICA DE CARTAGENA,SPAIN,906,11155,12.31236203090507726269315673289183222958
ENGINEERING,1422,UNIVERSITE DE SOUSSE,TUNISIA,904,11154,12.33849557522123893805309734513274336283
ENGINEERING,1423,AZARBAIJAN SHAHID MADANI UNIVERSITY,IRAN,541,11149,20.6081330868761552680221811460258780037
ENGINEERING,1424,SUEZ CANAL UNIVERSITY,EGYPT,502,11141,22.19322709163346613545816733067729083665
ENGINEERING,1425,CHINA METEOROLOGICAL ADMINISTRATION,CHINA MAINLAND,574,11140,19.40766550522648083623693379790940766551
ENGINEERING,1426,ISTITUTO DI SCIENZE E TECNOLOGIE PER L'ENERGIA E LA MOBILITA SOSTENIBILI (STEMS-CNR),ITALY,514,11136,21.66536964980544747081712062256809338521
ENGINEERING,1427,INNER MONGOLIA UNIVERSITY,CHINA MAINLAND,889,11129,12.51856017997750281214848143982002249719
ENGINEERING,1428,PETROLEUM UNIVERSITY OF TECHNOLOGY,IRAN,532,11126,20.91353383458646616541353383458646616541
ENGINEERING,1429,EGE UNIVERSITY,TURKIYE,864,11126,12.87731481481481481481481481481481481481
ENGINEERING,1430,DALIAN POLYTECHNIC UNIVERSITY,CHINA MAINLAND,629,11125,17.6868044515103338632750397456279809221
ENGINEERING,1431,"CHANGCHUN INSTITUTE OF OPTICS, FINE MECHANICS & PHYSICS, CAS",CHINA MAINLAND,1338,11115,8.30717488789237668161434977578475336323
ENGINEERING,1432,NATIONAL ENERGY TECHNOLOGY LABORATORY - USA,USA,522,11099,21.26245210727969348659003831417624521073
ENGINEERING,1433,UNIVERSITY OF GREENWICH,ENGLAND,542,11096,20.47232472324723247232472324723247232472
ENGINEERING,1434,AKDENIZ UNIVERSITY,TURKIYE,648,11093,17.11882716049382716049382716049382716049
ENGINEERING,1435,UNIVERSITY OF TEXAS EL PASO,USA,605,11084,18.32066115702479338842975206611570247934
ENGINEERING,1436,NATIONAL ENGINEERING RESEARCH CENTER FOR WATER TRANSPORT SAFETY,CHINA MAINLAND,452,11083,24.51991150442477876106194690265486725664
ENGINEERING,1437,GEBZE TECHNICAL UNIVERSITY,TURKIYE,877,11067,12.61915621436716077537058152793614595211
ENGINEERING,1438,COMILLAS PONTIFICAL UNIVERSITY,SPAIN,567,11030,19.45326278659611992945326278659611992945
ENGINEERING,1439,MASSEY UNIVERSITY,NEW ZEALAND,602,11018,18.30232558139534883720930232558139534884
ENGINEERING,1440,MARMARA UNIVERSITY,TURKIYE,780,11016,14.12307692307692307692307692307692307692
ENGINEERING,1441,"XI'AN INSTITUTE OF OPTICS & PRECISION MECHANICS, CAS",CHINA MAINLAND,665,11009,16.55488721804511278195488721804511278195
ENGINEERING,1442,BAR ILAN UNIVERSITY,ISRAEL,646,10993,17.01702786377708978328173374613003095975
ENGINEERING,1443,ROLLS-ROYCE HOLDING GROUP,ENGLAND,697,10993,15.77187948350071736011477761836441893831
ENGINEERING,1444,SHRI MATA VAISHNO DEVI UNIVERSITY,INDIA,382,10985,28.75654450261780104712041884816753926702
ENGINEERING,1445,DEPARTMENT OF SCIENCE & TECHNOLOGY (INDIA),INDIA,653,10970,16.79938744257274119448698315467075038285
ENGINEERING,1446,SHANGHAI INSTITUTE OF TECHNOLOGY,CHINA MAINLAND,937,10945,11.68089647812166488794023479188900747065
ENGINEERING,1447,UNIVERSITY OF THE FREE STATE,SOUTH AFRICA,335,10942,32.66268656716417910447761194029850746269
ENGINEERING,1448,FLANDERS MAKE,,556,10938,19.67266187050359712230215827338129496403
ENGINEERING,1449,SYSTEMS RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES,POLAND,512,10936,21.359375
ENGINEERING,1450,UNIVERSITY OF CAPE TOWN,SOUTH AFRICA,702,10914,15.54700854700854700854700854700854700855
ENGINEERING,1451,"SHANGHAI INSTITUTE OF MICROSYSTEM & INFORMATION TECHNOLOGY, CAS",CHINA MAINLAND,1101,10906,9.90554041780199818346957311534968210718
ENGINEERING,1452,UNIVERSITY OF ROCHESTER,USA,637,10900,17.11145996860282574568288854003139717425
ENGINEERING,1453,UNIVERSITY OF GEORGIA,USA,693,10885,15.70707070707070707070707070707070707071
ENGINEERING,1454,NAJRAN UNIVERSITY,SAUDI ARABIA,906,10874,12.00220750551876379690949227373068432671
ENGINEERING,1455,SKOLKOVO INSTITUTE OF SCIENCE & TECHNOLOGY,RUSSIA,689,10862,15.76487663280116110304789550072568940493
ENGINEERING,1456,FORD MOTOR COMPANY,USA,686,10860,15.8309037900874635568513119533527696793
ENGINEERING,1457,INDIAN INSTITUTE OF TECHNOLOGY (IIT) - JODHPUR,INDIA,837,10855,12.96893667861409796893667861409796893668
ENGINEERING,1458,KING MONGKUTS INSTITUTE OF TECHNOLOGY LADKRABANG,THAILAND,1093,10855,9.93138151875571820677035681610247026532
ENGINEERING,1459,BIRLA INSTITUTE OF TECHNOLOGY MESRA,INDIA,972,10824,11.13580246913580246913580246913580246914
ENGINEERING,1460,UNIVERSITY OF MONS,BELGIUM,559,10804,19.3273703041144901610017889087656529517
ENGINEERING,1461,INNER MONGOLIA UNIVERSITY OF SCIENCE & TECHNOLOGY,CHINA MAINLAND,912,10787,11.82785087719298245614035087719298245614
ENGINEERING,1462,PLA INFORMATION ENGINEERING UNIVERSITY,CHINA MAINLAND,1227,10787,8.79136104319478402607986960065199674002
ENGINEERING,1463,SHAHID RAJAEE TEACHER TRAINING UNIVERSITY (SRTTU),IRAN,771,10786,13.98962386511024643320363164721141374838
ENGINEERING,1464,UNIVERSITY OF INTERNATIONAL BUSINESS & ECONOMICS,CHINA MAINLAND,492,10778,21.90650406504065040650406504065040650407
ENGINEERING,1465,JIANGXI NORMAL UNIVERSITY,CHINA MAINLAND,580,10768,18.56551724137931034482758620689655172414
ENGINEERING,1466,BOKU UNIVERSITY,AUSTRIA,613,10767,17.56443719412724306688417618270799347471
ENGINEERING,1467,CAPITAL UNIVERSITY OF SCIENCE & TECHNOLOGY,PAKISTAN,616,10764,17.47402597402597402597402597402597402597
ENGINEERING,1468,UNIVERSITA MEDITERRANEA DI REGGIO CALABRIA,ITALY,662,10754,16.24471299093655589123867069486404833837
ENGINEERING,1469,YASOUJ UNIVERSITY,IRAN,547,10746,19.64533820840950639853747714808043875686
ENGINEERING,1470,UNIVERSITE BOURGOGNE EUROPE,FRANCE,678,10739,15.83923303834808259587020648967551622419
ENGINEERING,1471,UNIVERSITY OF VIENNA,AUSTRIA,585,10732,18.34529914529914529914529914529914529915
ENGINEERING,1472,KEY LABORATORY PRECISION & NON-TRADITIONAL MACHINING TECHNOLOGY,CHINA MAINLAND,583,10719,18.38593481989708404802744425385934819897
ENGINEERING,1473,"CHANGCHUN INSTITUTE OF APPLIED CHEMISTRY, CAS",CHINA MAINLAND,388,10712,27.60824742268041237113402061855670103093
ENGINEERING,1474,UNIVERSITY MASSACHUSETTS DARTMOUTH,USA,480,10712,22.31666666666666666666666666666666666667
ENGINEERING,1475,YOKOHAMA NATIONAL UNIVERSITY,JAPAN,984,10704,10.87804878048780487804878048780487804878
ENGINEERING,1476,VNU-HCM UNIVERSITY OF TECHNOLOGY (HCMUT),VIETNAM,908,10688,11.77092511013215859030837004405286343612
ENGINEERING,1477,"AGENCY OF DEFENSE DEVELOPMENT (ADD), REPUBLIC OF KOREA",SOUTH KOREA,1279,10665,8.33854573885848318999218139171227521501
ENGINEERING,1478,POTSDAM INSTITUT FUR KLIMAFOLGENFORSCHUNG,GERMANY (FED REP GER),254,10641,41.8937007874015748031496062992125984252
ENGINEERING,1479,UNIVERSIDAD DE ALMERIA,SPAIN,669,10617,15.86995515695067264573991031390134529148
ENGINEERING,1480,UNIVERSITY OF SALFORD,ENGLAND,638,10591,16.60031347962382445141065830721003134796
ENGINEERING,1481,HANBAT NATIONAL UNIVERSITY,SOUTH KOREA,1021,10591,10.37316356513222331047992164544564152791
ENGINEERING,1482,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,CHINA MAINLAND,923,10583,11.46587215601300108342361863488624052004
ENGINEERING,1483,EUROPEAN SPACE AGENCY,FRANCE,892,10581,11.86210762331838565022421524663677130045
ENGINEERING,1484,PUBLIC AUTHORITY FOR APPLIED EDUCATION & TRAINING (PAAET) - KUWAIT,KUWAIT,417,10568,25.34292565947242206235011990407673860911
ENGINEERING,1485,SELCUK UNIVERSITY,TURKIYE,656,10555,16.08993902439024390243902439024390243902
ENGINEERING,1486,JAMES COOK UNIVERSITY,AUSTRALIA,508,10516,20.70078740157480314960629921259842519685
ENGINEERING,1487,NANJING HYDRAULIC RESEARCH INSTITUTE,CHINA MAINLAND,730,10513,14.4013698630136986301369863013698630137
ENGINEERING,1488,KONGJU NATIONAL UNIVERSITY,SOUTH KOREA,1080,10501,9.72314814814814814814814814814814814815
ENGINEERING,1489,SUSTAINABLE DEV RES INST ECON & SOC BEIJING,,200,10499,52.495
ENGINEERING,1490,STOCKHOLM UNIVERSITY,SWEDEN,415,10489,25.27469879518072289156626506024096385542
ENGINEERING,1491,ZHEJIANG LABORATORY,CHINA MAINLAND,998,10489,10.51002004008016032064128256513026052104
ENGINEERING,1492,UNIVERSITY OF CALCUTTA,INDIA,809,10475,12.94808405438813349814585908529048207664
ENGINEERING,1493,"INSTITUTE OF PHYSICS, CAS",CHINA MAINLAND,296,10474,35.38513513513513513513513513513513513514
ENGINEERING,1494,KONERU LAKSHMAIAH EDUCATION FOUNDATION (K L DEEMED TO BE UNIVERSITY),INDIA,1215,10458,8.60740740740740740740740740740740740741
ENGINEERING,1495,AIR UNIVERSITY ISLAMABAD,PAKISTAN,820,10457,12.75243902439024390243902439024390243902
ENGINEERING,1496,TECHNISCHE UNIVERSITAT ILMENAU,GERMANY (FED REP GER),936,10445,11.15918803418803418803418803418803418803
ENGINEERING,1497,FEDERATION UNIVERSITY AUSTRALIA,AUSTRALIA,630,10431,16.55714285714285714285714285714285714286
ENGINEERING,1498,UNIVERSITY OF MUNSTER,GERMANY (FED REP GER),301,10387,34.50830564784053156146179401993355481728
ENGINEERING,1499,UNIVERSITY OF TULSA,USA,490,10382,21.18775510204081632653061224489795918367
ENGINEERING,1500,CHINA ACAD BLDG RES,,680,10382,15.26764705882352941176470588235294117647
ENGINEERING,1501,SHIHEZI UNIVERSITY,CHINA MAINLAND,819,10356,12.64468864468864468864468864468864468864
ENGINEERING,1502,JAPAN AEROSPACE EXPLORATION AGENCY (JAXA),JAPAN,1098,10349,9.42531876138433515482695810564663023679
ENGINEERING,1503,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,FRANCE,729,10344,14.18930041152263374485596707818930041152
ENGINEERING,1504,CHIANG MAI UNIVERSITY,THAILAND,920,10340,11.23913043478260869565217391304347826087
ENGINEERING,1505,INSTITUTE TECHNOLOGY OF BANDUNG,INDONESIA,925,10338,11.17621621621621621621621621621621621622
ENGINEERING,1506,INSTITUTE OF SPACE SCIENCE,ROMANIA,292,10327,35.36643835616438356164383561643835616438
ENGINEERING,1507,UNIVERSITY OF PADERBORN,GERMANY (FED REP GER),640,10321,16.1265625
ENGINEERING,1508,GUANGDONG PROV KEY LAB NEW & RENEWABLE ENERGY RES,,456,10304,22.5964912280701754385964912280701754386
ENGINEERING,1509,UNIVERSITY OF TOLEDO,USA,417,10299,24.69784172661870503597122302158273381295
ENGINEERING,1510,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,USA,540,10297,19.06851851851851851851851851851851851852
ENGINEERING,1511,UNITED STATES ENVIRONMENTAL PROTECTION AGENCY,USA,451,10290,22.81596452328159645232815964523281596452
ENGINEERING,1512,NASA AMES RESEARCH CENTER,USA,618,10271,16.61974110032362459546925566343042071197
ENGINEERING,1513,UNIVERSITY OF NEVADA LAS VEGAS,USA,594,10259,17.27104377104377104377104377104377104377
ENGINEERING,1514,UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA (UNED),SPAIN,875,10251,11.71542857142857142857142857142857142857
ENGINEERING,1515,KUWAIT UNIVERSITY,KUWAIT,909,10238,11.26292629262926292629262926292629262926
ENGINEERING,1516,IHE DELFT INSTITUTE FOR WATER EDUCATION,NETHERLANDS,368,10219,27.76902173913043478260869565217391304348
ENGINEERING,1517,AUSTRIAN INSTITUTE OF TECHNOLOGY (AIT),AUSTRIA,545,10218,18.74862385321100917431192660550458715596
ENGINEERING,1518,THAMMASAT UNIVERSITY,THAILAND,838,10190,12.15990453460620525059665871121718377088
ENGINEERING,1519,BUNDESWEHR UNIVERSITY MUNICH,GERMANY (FED REP GER),791,10179,12.86852085967130214917825537294563843236
ENGINEERING,1520,ROYAL MILITARY COLLEGE - CANADA,CANADA,712,10174,14.28932584269662921348314606741573033708
ENGINEERING,1521,SATHYABAMA INSTITUTE OF SCIENCE & TECHNOLOGY,INDIA,867,10171,11.73125720876585928489042675893886966551
ENGINEERING,1522,INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR),INDIA,567,10163,17.92416225749559082892416225749559082892
ENGINEERING,1523,UNIVERSITY OF ENGINEERING & TECHNOLOGY PESHAWAR,PAKISTAN,651,10157,15.60215053763440860215053763440860215054
ENGINEERING,1524,SYMBIOSIS INTERNATIONAL UNIVERSITY,INDIA,581,10152,17.47332185886402753872633390705679862306
ENGINEERING,1525,AIRBUS,NETHERLANDS,789,10150,12.86438529784537389100126742712294043093
ENGINEERING,1526,"SHANGHAI ADVANCED RESEARCH INSTITUTE, CAS",CHINA MAINLAND,654,10142,15.50764525993883792048929663608562691131
ENGINEERING,1527,YUNNAN NORMAL UNIVERSITY,CHINA MAINLAND,723,10134,14.01659751037344398340248962655601659751
ENGINEERING,1528,SOUTHERN ILLINOIS UNIVERSITY SYSTEM,USA,575,10130,17.61739130434782608695652173913043478261
ENGINEERING,1529,HELMHOLTZ-ZENTRUM DRESDEN-ROSSENDORF (HZDR),GERMANY (FED REP GER),650,10128,15.58153846153846153846153846153846153846
ENGINEERING,1530,NEW YORK UNIVERSITY ABU DHABI,UNITED ARAB EMIRATES,542,10121,18.67343173431734317343173431734317343173
ENGINEERING,1531,KASETSART UNIVERSITY,THAILAND,727,10114,13.91196698762035763411279229711141678129
ENGINEERING,1532,UNIVERSITY OF DAYTON,USA,611,10079,16.49590834697217675941080196399345335516
ENGINEERING,1533,IHSAN DOGRAMACI BILKENT UNIVERSITY,TURKIYE,832,10070,12.10336538461538461538461538461538461538
ENGINEERING,1534,VIETNAM ACADEMY OF SCIENCE & TECHNOLOGY (VAST),VIETNAM,778,10065,12.93701799485861182519280205655526992288
ENGINEERING,1535,KOREA MARITIME & OCEAN UNIVERSITY,SOUTH KOREA,956,10064,10.52719665271966527196652719665271966527
ENGINEERING,1536,INSTITUT SUPERIEUR DE L'AERONAUTIQUE ET DE L'ESPACE (ISAE-SUPAERO),FRANCE,916,10045,10.96615720524017467248908296943231441048
ENGINEERING,1537,NATIONAL CENTRE OF SCIENTIFIC RESEARCH DEMOKRITOS,GREECE,524,10044,19.16793893129770992366412213740458015267
ENGINEERING,1538,UNIVERSIDADE FEDERAL DE ITAJUBA,BRAZIL,773,10043,12.99223803363518758085381630012936610608
ENGINEERING,1539,UNIVERSITY OF BONN,GERMANY (FED REP GER),570,10010,17.56140350877192982456140350877192982456
ENGINEERING,1540,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY (RUET),BANGLADESH,495,10005,20.21212121212121212121212121212121212121
ENGINEERING,1541,UNIVERSITY OF NEW HAMPSHIRE,USA,524,9985,19.05534351145038167938931297709923664122
ENGINEERING,1542,CHONGQING NORMAL UNIVERSITY,CHINA MAINLAND,772,9975,12.92098445595854922279792746113989637306
ENGINEERING,1543,UNIVERSITY OF KRAGUJEVAC,SERBIA,763,9919,13
ENGINEERING,1544,INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA,MALAYSIA,649,9898,15.25115562403697996918335901386748844376
ENGINEERING,1545,ZHONGKAI UNIVERSITY OF AGRICULTURE & ENGINEERING,CHINA MAINLAND,450,9897,21.99333333333333333333333333333333333333
ENGINEERING,1546,PAYAME NOOR UNIVERSITY,IRAN,618,9886,15.99676375404530744336569579288025889968
ENGINEERING,1547,ALIBABA GROUP,CHINA MAINLAND,562,9881,17.58185053380782918149466192170818505338
ENGINEERING,1548,EAST CHINA UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,675,9878,14.63407407407407407407407407407407407407
ENGINEERING,1549,UNIVERSITY OF SCIENCE & TECHNOLOGY LIAONING,CHINA MAINLAND,993,9874,9.94360523665659617321248741188318227593
ENGINEERING,1550,WENZHOU MEDICAL UNIVERSITY,CHINA MAINLAND,468,9872,21.09401709401709401709401709401709401709
ENGINEERING,1551,UNIVERSITY OF SIENA,ITALY,605,9860,16.29752066115702479338842975206611570248
ENGINEERING,1552,ITER,FRANCE,924,9859,10.66991341991341991341991341991341991342
ENGINEERING,1553,UNIVERSITY OF BRIGHTON,ENGLAND,447,9835,22.00223713646532438478747203579418344519
ENGINEERING,1554,ANHUI JIANZHU UNIVERSITY,CHINA MAINLAND,1132,9835,8.68816254416961130742049469964664310954
ENGINEERING,1555,KOREA RESEARCH INSTITUTE OF CHEMICAL TECHNOLOGY (KRICT),SOUTH KOREA,419,9828,23.45584725536992840095465393794749403341
ENGINEERING,1556,UNIVERSIDAD ANDRES BELLO,CHILE,417,9819,23.54676258992805755395683453237410071942
ENGINEERING,1557,ZHONGYUAN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,928,9812,10.57327586206896551724137931034482758621
ENGINEERING,1558,PAKISTAN INSTITUTE OF ENGINEERING & APPLIED SCIENCE,PAKISTAN,551,9811,17.80580762250453720508166969147005444646
ENGINEERING,1559,UNIVERSITY OF GOTTINGEN,GERMANY (FED REP GER),464,9804,21.12931034482758620689655172413793103448
ENGINEERING,1560,I. K. GUJRAL PUNJAB TECHNICAL UNIVERSITY,INDIA,456,9795,21.48026315789473684210526315789473684211
ENGINEERING,1561,PHYSIKALISCH-TECHNISCHE BUNDESANSTALT (PTB),GERMANY (FED REP GER),820,9791,11.9402439024390243902439024390243902439
ENGINEERING,1562,QINGDAO AGRICULTURAL UNIVERSITY,CHINA MAINLAND,482,9785,20.30082987551867219917012448132780082988
ENGINEERING,1563,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,BRAZIL,741,9782,13.2010796221322537112010796221322537112
ENGINEERING,1564,MYONGJI UNIVERSITY,SOUTH KOREA,844,9777,11.58412322274881516587677725118483412322
ENGINEERING,1565,KOREA INSTITUTE OF GEOSCIENCE & MINERAL RESOURCES (KIGAM),SOUTH KOREA,456,9759,21.40131578947368421052631578947368421053
ENGINEERING,1566,KOOKMIN UNIVERSITY,SOUTH KOREA,1066,9734,9.13133208255159474671669793621013133208
ENGINEERING,1567,QATAR ENVIRONMENT & ENERGY RESEARCH INSTITUTE,QATAR,361,9712,26.90304709141274238227146814404432132964
ENGINEERING,1568,LIAONING UNIVERSITY,CHINA MAINLAND,623,9700,15.569823434991974317817014446227929374
ENGINEERING,1569,KOREA INSTITUTE OF CIVIL ENGINEERING & BUILDING TECHNOLOGY (KICT),SOUTH KOREA,997,9657,9.68605817452357071213640922768304914744
ENGINEERING,1570,NATIONAL TAIWAN OCEAN UNIVERSITY,TAIWAN,1246,9631,7.72953451043338683788121990369181380417
ENGINEERING,1571,UNIVERSITATEA POLITEHNICA TIMISOARA,ROMANIA,670,9627,14.36865671641791044776119402985074626866
ENGINEERING,1572,OBUDA UNIVERSITY,HUNGARY,901,9624,10.68146503884572697003329633740288568257
ENGINEERING,1573,NATIONAL CHUNG CHENG UNIVERSITY,TAIWAN,869,9617,11.06674338319907940161104718066743383199
ENGINEERING,1574,EGYPTIAN PETROLEUM RESEARCH INSTITUTE (EPRI),EGYPT,447,9599,21.47427293064876957494407158836689038031
ENGINEERING,1575,KUNSAN NATIONAL UNIVERSITY,SOUTH KOREA,787,9579,12.17153748411689961880559085133418043202
ENGINEERING,1576,TENNESSEE TECHNOLOGICAL UNIVERSITY,USA,468,9573,20.45512820512820512820512820512820512821
ENGINEERING,1577,TECHNICAL UNIVERSITY KOSICE,SLOVAKIA,1270,9571,7.53622047244094488188976377952755905512
ENGINEERING,1578,CENTRAL UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,493,9539,19.34888438133874239350912778904665314402
ENGINEERING,1579,CHARLES DARWIN UNIVERSITY,AUSTRALIA,324,9520,29.38271604938271604938271604938271604938
ENGINEERING,1580,UNIVERSITY OF MIAMI,USA,683,9508,13.92093704245973645680819912152269399707
ENGINEERING,1581,XI'AN POLYTECHNIC UNIVERSITY,CHINA MAINLAND,995,9504,9.55175879396984924623115577889447236181
ENGINEERING,1582,"QINGDAO INSTITUTE OF BIOENERGY & BIOPROCESS TECHNOLOGY, CAS",CHINA MAINLAND,417,9502,22.78657074340527577937649880095923261391
ENGINEERING,1583,UNIVERSIDAD DE CONCEPCION,CHILE,725,9485,13.08275862068965517241379310344827586207
ENGINEERING,1584,LINYI UNIVERSITY,CHINA MAINLAND,750,9482,12.64266666666666666666666666666666666667
ENGINEERING,1585,FLORIDA ATLANTIC UNIVERSITY,USA,627,9480,15.11961722488038277511961722488038277512
ENGINEERING,1586,UNIVERSITY OF DERBY,ENGLAND,411,9479,23.0632603406326034063260340632603406326
ENGINEERING,1587,UNIVERSITY OF NAVARRA,SPAIN,620,9475,15.28225806451612903225806451612903225806
ENGINEERING,1588,WEST POMERANIAN UNIVERSITY OF TECHNOLOGY,POLAND,883,9468,10.72253680634201585503963759909399773499
ENGINEERING,1589,HUNAN UNIVERSITY OF TECHNOLOGY & BUSINESS,CHINA MAINLAND,359,9467,26.37047353760445682451253481894150417827
ENGINEERING,1590,UNIVERSITY OF WEST SCOTLAND,SCOTLAND,294,9462,32.1836734693877551020408163265306122449
ENGINEERING,1591,E-ON,GERMANY (FED REP GER),371,9462,25.50404312668463611859838274932614555256
ENGINEERING,1592,UNIVERSIDADE FEDERAL DA PARAIBA,BRAZIL,639,9448,14.78560250391236306729264475743348982786
ENGINEERING,1593,VEER SURENDRA SAI UNIVERSITY OF TECHNOLOGY,INDIA,642,9446,14.71339563862928348909657320872274143302
ENGINEERING,1594,"SHANGHAI INSTITUTE OF APPLIED PHYSICS, CAS",CHINA MAINLAND,611,9441,15.45171849427168576104746317512274959083
ENGINEERING,1595,SICHUAN UNIVERSITY OF SCIENCE & ENGINEERING,CHINA MAINLAND,838,9419,11.23985680190930787589498806682577565632
ENGINEERING,1596,UNITED STATES DEPARTMENT OF THE INTERIOR,USA,473,9407,19.88794926004228329809725158562367864693
ENGINEERING,1597,IMT MINES ALBI,FRANCE,519,9407,18.12524084778420038535645472061657032755
ENGINEERING,1598,UNIVERSITY OF LOUISIANA LAFAYETTE,USA,561,9374,16.70944741532976827094474153297682709447
ENGINEERING,1599,UNIVERSITY OF INNSBRUCK,AUSTRIA,809,9359,11.56860321384425216316440049443757725587
ENGINEERING,1600,NATIONAL SCIENCE & TECHNOLOGY DEVELOPMENT AGENCY - THAILAND,THAILAND,639,9356,14.64162754303599374021909233176838810642
ENGINEERING,1601,"SOUTH CHINA INSTITUTE OF ENVIRONMENTAL SCIENCES, MINISTRY OF ECOLOGY & ENVIRONMENT",CHINA MAINLAND,326,9336,28.63803680981595092024539877300613496933
ENGINEERING,1602,INDIANA UNIVERSITY SYSTEM,USA,513,9334,18.19493177387914230019493177387914230019
ENGINEERING,1603,FEDERAL INSTITUTE FOR MATERIALS RESEARCH & TESTING,GERMANY (FED REP GER),595,9326,15.67394957983193277310924369747899159664
ENGINEERING,1604,"AEROSPACE INFORMATION RESEARCH INSTITUTE, CAS",CHINA MAINLAND,1199,9314,7.76814011676396997497914929107589658048
ENGINEERING,1605,CARL VON OSSIETZKY UNIVERSITAT OLDENBURG,GERMANY (FED REP GER),449,9305,20.72383073496659242761692650334075723831
ENGINEERING,1606,UNIVERSIDAD DE ANTIOQUIA,COLOMBIA,611,9277,15.18330605564648117839607201309328968903
ENGINEERING,1607,UNIVERSITE DE GABES,TUNISIA,804,9265,11.52363184079601990049751243781094527363
ENGINEERING,1608,JAIN UNIVERSITY,INDIA,522,9256,17.73180076628352490421455938697318007663
ENGINEERING,1609,KARUNYA INSTITUTE OF TECHNOLOGY & SCIENCES,INDIA,625,9255,14.808
ENGINEERING,1610,UNIVERSITY OF MILANO-BICOCCA,ITALY,709,9218,13.00141043723554301833568406205923836389
ENGINEERING,1611,PORT SAID UNIVERSITY,EGYPT,524,9210,17.57633587786259541984732824427480916031
ENGINEERING,1612,IMAM MOHAMMAD IBN SAUD ISLAMIC UNIVERSITY (IMSIU),SAUDI ARABIA,946,9210,9.73572938689217758985200845665961945032
ENGINEERING,1613,XUZHOU UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,561,9197,16.39393939393939393939393939393939393939
ENGINEERING,1614,ANHUI NORMAL UNIVERSITY,CHINA MAINLAND,686,9185,13.38921282798833819241982507288629737609
ENGINEERING,1615,US AIR FORCE RESEARCH LABORATORY,USA,651,9183,14.10599078341013824884792626728110599078
ENGINEERING,1616,EDUCATION UNIVERSITY OF HONG KONG (EDUHK),HONG KONG,340,9180,27
ENGINEERING,1617,TUSCIA UNIVERSITY,ITALY,502,9172,18.27091633466135458167330677290836653386
ENGINEERING,1618,COUNCIL FOR SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - SOUTH AFRICA,SOUTH AFRICA,347,9168,26.42074927953890489913544668587896253602
ENGINEERING,1619,DE LA SALLE UNIVERSITY,PHILIPPINES,352,9162,26.02840909090909090909090909090909090909
ENGINEERING,1620,ANHUI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,596,9156,15.36241610738255033557046979865771812081
ENGINEERING,1621,UNIVERSIDADE ESTADUAL DE MARINGA,BRAZIL,446,9150,20.51569506726457399103139013452914798206
ENGINEERING,1622,UNIVERSITY OF ICELAND,ICELAND,371,9146,24.65229110512129380053908355795148247978
ENGINEERING,1623,RUPRECHT KARLS UNIVERSITY HEIDELBERG,GERMANY (FED REP GER),403,9146,22.69478908188585607940446650124069478908
ENGINEERING,1624,ENERGYVILLE,,408,9145,22.41421568627450980392156862745098039216
ENGINEERING,1625,JIAXING UNIVERSITY,CHINA MAINLAND,655,9143,13.95877862595419847328244274809160305344
ENGINEERING,1626,RITSUMEIKAN UNIVERSITY,JAPAN,819,9139,11.15873015873015873015873015873015873016
ENGINEERING,1627,CNRS - NATIONAL INSTITUTE FOR EARTH SCIENCES & ASTRONOMY (INSU),FRANCE,479,9120,19.03966597077244258872651356993736951983
ENGINEERING,1628,TAMKANG UNIVERSITY,TAIWAN,690,9119,13.21594202898550724637681159420289855072
ENGINEERING,1629,UNIVERSITY OF SISTAN & BALUCHESTAN,IRAN,575,9111,15.84521739130434782608695652173913043478
ENGINEERING,1630,INFINEON TECHNOLOGIES,GERMANY (FED REP GER),645,9105,14.11627906976744186046511627906976744186
ENGINEERING,1631,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE,FRANCE,612,9098,14.86601307189542483660130718954248366013
